name,Rating,Reviews,Company_Type,Head_Quarters,Company_Age,No_of_Employee
TaeguTec,4.1,(67 Reviews),Private,Daegu + 8 more,24 years old,201-500 Employees (India)
IT Solutions,3.5,(67 Reviews),New Delhi + 21 more,26 years old,51-200 Employees (India),
Haldex India,4,(67 Reviews),Private,Nashik + 2 more,26 years old,201-500 Employees (India)
Star Paper Mills,3.4,(67 Reviews),Public,Kolkata + 3 more,84 years old,1k-5k Employees (India)
DuPont Pioneer,4.4,(67 Reviews),Private,Johnston + 16 more,96 years old,501-1k Employees (India)
Radiate E Servic...,3,(67 Reviews),"Noida,Uttar Pradesh + 1 more",11 years old,11-50 Employees (India),
Data Patterns,3.8,(67 Reviews),Private,"Chennai,Tamil Nadu + 5 more",37 years old,201-500 Employees (India)
DULSCO,3.8,(67 Reviews),Private,Dubai + 6 more,87 years old,501-1k Employees (Global)
I Yogi Technical...,2.3,(67 Reviews),Private,New York + 5 more,15 years old,5k-10k Employees (Global)
DULSCO,3.8,(67 Reviews),Private,Dubai + 6 more,87 years old,501-1k Employees (Global)
Minda Kyoraku,3.9,(67 Reviews),Public,Gurugram + 6 more,14 years old,51-200 Employees (India)
Foodhall Future ...,3.5,(67 Reviews),Public,"Bangalore,Karnataka + 9 more",11 years old,201-500 Employees (Global)
"Cmc Limited, A T...",4.3,(67 Reviews),Hyderabad + 16 more,47 years old,5k-10k Employees (India),
Kothari Agritech,4,(67 Reviews),Private,Pune + 16 more,25 years old,201-500 Employees (India)
Vydehi Institute...,4,(67 Reviews),Bengaluru + 1 more,22 years old,1k-5k Employees (India),
Hoppoo Lifestyle...,3,(67 Reviews),Lucknow + 10 more,3 years old,51-200 Employees (Global),
Minanshika Softe...,4.4,(67 Reviews),"Kolkata,West Bengal + 8 more",3 years old,11-50 Employees (India),
Hitachi ABB Powe...,4,(67 Reviews),Public,"Zurich,Zurich + 9 more",4 years old,10k-50k Employees (Global)
PGEIN Consulting,4.9,(67 Reviews),Private,"Chandigarh,Chandigarh + 1 more",2 years old,51-200 Employees (India)
{P}rogrammers.io,4.3,(67 Reviews),LLC,"Jaipur,Rajasthan + 1 more",9 years old,201-500 Employees (India)
Tata CLiQ,4.1,(67 Reviews),Private,"Mumbai,Maharashtra + 2 more",6 years old,501-1k Employees (India)
Adfactors PR,3.9,(67 Reviews),Private,Mumbai + 8 more,25 years old,1k-5k Employees (India)
Greytrix,4.5,(67 Reviews),Private,"Mumbai,Maharashtra",22 years old,51-200 Employees (India)
Protiviti,3.5,(67 Reviews),Private,Menlo Park + 11 more,20 years old,5k-10k Employees (India)
Intuit,4,(68 Reviews),Private,"Mountain View,California + 2 more",17 years old,1k-5k Employees (India)
OSRAM,4.6,(66 Reviews),Private,"Munich,Bavaria + 10 more",116 years old,51-200 Employees (India)
Sinhgad Technica...,3.6,(66 Reviews),Private,"Pune,Maharashtra + 3 more",29 years old,201-500 Employees (India)
Atotech,4,(66 Reviews),Private,Berlin + 5 more,29 years old,201-500 Employees (India)
Zenith Leisure H...,4.2,(66 Reviews),New Delhi + 9 more,25 years old,51-200 Employees (India),
AppsDaily,3.2,(66 Reviews),Private,"Mumbai,Maharashtra + 23 more",14 years old,201-500 Employees (India)
Rivoli Group,3.7,(66 Reviews),Dubai + 4 more,34 years old,1k-5k Employees (India),
Gateway Rail Fre...,3.9,(66 Reviews),New Delhi + 8 more,17 years old,1k-5k Employees (India),
IRIS Business Se...,4.5,(66 Reviews),Public,"Navi Mumbai,Maharashtra + 5 more",28 years old,201-500 Employees (India)
TechNova Imaging...,4.2,(66 Reviews),Private,Mumbai + 9 more,51 years old,1k-5k Employees (India)
Baker Gauges,4,(66 Reviews),Private,"Pune,Maharashtra + 2 more",50 years old,201-500 Employees (India)
Ahlcon Parentera...,4.3,(66 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",30 years old,51-200 Employees (India)
Amalgamations Va...,4.1,(66 Reviews),Private,Chennai + 3 more,25 years old,501-1k Employees (India)
Avasarala Techno...,3.8,(66 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 3 more",37 years old,201-500 Employees (India)
Spice Retail,4.1,(66 Reviews),Private,New Delhi + 16 more,17 years old,51-200 Employees (India)
Adyard Abudhabi ...,4.6,(66 Reviews),Abu Dhabi + 5 more,26 years old,1 Lakh+ Employees (India),
CollegeDekho,3.6,(66 Reviews),"Gurgaon,Haryana + 8 more",7 years old,501-1k Employees (India),
Gulf Contracting...,4.4,(66 Reviews),Doha + 5 more,46 years old,5k-10k Employees (Global),
IRIS Business Se...,4.5,(66 Reviews),Public,"Navi Mumbai,Maharashtra + 5 more",28 years old,201-500 Employees (India)
Railrestro.com,4.7,(66 Reviews),"Patna,Bihar",7 years old,51-200 Employees (India),
Zones Corporate ...,3.8,(66 Reviews),Auburn + 3 more,14 years old,51-200 Employees (India),
Varian Medical S...,3.8,(66 Reviews),Private,"Palo Alto,California + 6 more",74 years old,501-1k Employees (India)
Al Maha Foods In...,4.1,(66 Reviews),New Delhi + 1 more,51-200 Employees (India),,
City Corporation...,4.4,(66 Reviews),Public,"Pune,Maharashtra + 4 more",19 years old,201-500 Employees (India)
Integrated Perso...,3.8,(66 Reviews),Mumbai + 20 more,18 years old,51-200 Employees (India),
Line O Matic Gra...,3.3,(66 Reviews),Ahmedabad,25 years old,201-500 Employees (India),
Involute Technol...,4.1,(66 Reviews),Private,Pune + 2 more,40 years old,51-200 Employees (India)
Napier Healthcar...,3.6,(66 Reviews),Private,Singapore + 1 more,26 years old,201-500 Employees (India)
Express Roadways,3.9,(66 Reviews),New Delhi + 18 more,29 years old,51-200 Employees (India),
Mgm Hospital,3.8,(66 Reviews),Private,Navi Mumbai + 7 more,29 years old,501-1k Employees (India)
Al Bawani Co.,3.9,(66 Reviews),Private,Riyadh + 3 more,31 years old,1k-5k Employees (Global)
Aljaber Engineer...,3.9,(66 Reviews),Private,Doha + 5 more,27 years old,5k-10k Employees (India)
DBL,4,(66 Reviews),Public,Bhopal + 21 more,35 years old,1 Lakh+ Employees (India)
Zcl Chemicals,3.8,(66 Reviews),Private,"Mumbai,Maharashtra + 2 more",31 years old,51-200 Employees (India)
Arvind Techno En...,4.2,(66 Reviews),New Delhi + 13 more,44 years old,51-200 Employees (India),
Monjin Interview...,4.1,(66 Reviews),Private,"Pune,Maharashtra + 5 more",8 years old,51-200 Employees (India)
Welkin Telecom I...,3.1,(66 Reviews),Private,Kolkata + 9 more,18 years old,5k-10k Employees (India)
Decon Telecom So...,3.4,(66 Reviews),Gurgaon + 14 more,29 years old,201-500 Employees (Global),
Jindal Water Inf...,4.3,(66 Reviews),Public,New Delhi + 13 more,16 years old,1k-5k Employees (Global)
Inthree Access,3.7,(66 Reviews),Private,"Chennai,Tamil Nadu + 13 more",9 years old,201-500 Employees (India)
e-Solutions,3.7,(66 Reviews),Private,San Jose + 11 more,19 years old,11-50 Employees (India)
Cynoteck Technol...,4.8,(66 Reviews),LLC,"Dehradun,Uttarakhand",14 years old,51-200 Employees (India)
PP Rolling Mills,4.3,(66 Reviews),Private,Faridabad + 3 more,75 years old,201-500 Employees (India)
Riello Power Ind...,3.9,(66 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",12 years old,51-200 Employees (India)
Apollo Pipes,3.7,(66 Reviews),Public,"Delhi/NCR,New Delhi + 16 more",22 years old,201-500 Employees (India)
Safari Company,3.8,(66 Reviews),Private,Lagos + 7 more,5k-10k Employees (India),
Mgm Hospital,3.8,(66 Reviews),Private,Navi Mumbai + 7 more,29 years old,501-1k Employees (India)
Zcl Chemicals,3.8,(66 Reviews),Private,"Mumbai,Maharashtra + 2 more",31 years old,51-200 Employees (India)
Simpolo Vitrifie...,3.5,(66 Reviews),"Morbi,Gujarat + 16 more",45 years old,201-500 Employees (India),
Apollo Pipes,3.7,(66 Reviews),Public,"Delhi/NCR,New Delhi + 16 more",22 years old,201-500 Employees (India)
Galfar Al Misnad...,4,(66 Reviews),Doha + 4 more,27 years old,51-200 Employees (India),
YLG Salon & Spa,3.6,(66 Reviews),"Bangalore,Karnataka + 2 more",13 years old,51-200 Employees (India),
Swastik Enterpri...,3.3,(66 Reviews),Private,Kolkata + 15 more,27 years old,11-50 Employees (India)
Believers Church...,3.6,(66 Reviews),Private,Thiruvalla + 2 more,8 years old,501-1k Employees (India)
Cynoteck Technol...,4.8,(66 Reviews),LLC,"Dehradun,Uttarakhand",14 years old,51-200 Employees (India)
Glatt Systems,4.1,(66 Reviews),Private,Baden-Württemberg,68 years old,51-200 Employees (India)
Kintech Synergy,4.4,(66 Reviews),Private,Ahmedabad + 3 more,27 years old,501-1k Employees (India)
D.B ENGINEERING,4.3,(66 Reviews),Private,New Delhi + 8 more,71 years old,51-200 Employees (India)
Eqic Dies & Moul...,4,(66 Reviews),Private,Hyderabad,34 years old,201-500 Employees (India)
e-Solutions,3.7,(66 Reviews),Private,San Jose + 11 more,19 years old,11-50 Employees (India)
PP Rolling Mills,4.3,(66 Reviews),Private,Faridabad + 3 more,75 years old,201-500 Employees (India)
Monjin Interview...,4.1,(66 Reviews),Private,"Pune,Maharashtra + 5 more",8 years old,51-200 Employees (India)
DB Engineering &...,4.5,(66 Reviews),"Berlin,Berlin + 6 more",56 years old,201-500 Employees (India),
Rotodyne Industr...,2.5,(66 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",26 years old,201-500 Employees (India)
Mrf Corp Vapocur...,4,(66 Reviews),Chennai + 31 more,33 years old,51-200 Employees (Global),
BSC-C&C JV,4.2,(66 Reviews),Hyderabad + 11 more,50 years old,,
Bl International,3.1,(66 Reviews),Private,Noida + 7 more,31 years old,201-500 Employees (India)
Aljaber Engineer...,3.9,(66 Reviews),Private,Doha + 5 more,27 years old,5k-10k Employees (India)
Decon Telecom So...,3.4,(66 Reviews),Gurgaon + 14 more,29 years old,201-500 Employees (Global),
Inthree Access,3.7,(66 Reviews),Private,"Chennai,Tamil Nadu + 13 more",9 years old,201-500 Employees (India)
BIL Infratech,3.9,(66 Reviews),Public,Mumbai,12 years old,1k-5k Employees (Global)
Elkayem Auto Anc...,3.6,(66 Reviews),Hosur + 1 more,34 years old,51-200 Employees (India),
Moody's Analytic...,3.2,(66 Reviews),Gurugram + 2 more,20 years old,1k-5k Employees (Global),
Mechanical Contr...,4.2,(66 Reviews),Manama + 4 more,50 years old,1k-5k Employees (Global),
Opus Consulting ...,4,(66 Reviews),Private,Alpharetta + 6 more,25 years old,501-1k Employees (India)
Xpitax Solutions,4.1,(66 Reviews),Private,Chennai + 1 more,16 years old,11-50 Employees (India)
Growel Softech,3.2,(66 Reviews),Private,"Pune,Maharashtra + 4 more",23 years old,201-500 Employees (India)
AppsDaily,3.2,(66 Reviews),Private,"Mumbai,Maharashtra + 23 more",14 years old,201-500 Employees (India)
Konstelec Engine...,3.8,(66 Reviews),Private,Mumbai + 6 more,27 years old,51-200 Employees (India)
Avasarala Techno...,3.8,(66 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 3 more",37 years old,201-500 Employees (India)
Dew Solutions,4.3,(66 Reviews),Private,Gurgaon + 4 more,12 years old,201-500 Employees (India)
Hindustan Copper,4.3,(66 Reviews),Public,Kolkata + 4 more,55 years old,1k-5k Employees (India)
Baker Gauges,4,(66 Reviews),Private,"Pune,Maharashtra + 2 more",50 years old,201-500 Employees (India)
Spice Retail,4.1,(66 Reviews),Private,New Delhi + 16 more,17 years old,51-200 Employees (India)
TechNova Imaging...,4.2,(66 Reviews),Private,Mumbai + 9 more,51 years old,1k-5k Employees (India)
Express Clinics,3.1,(66 Reviews),Private,"Pune,Maharashtra + 8 more",11 years old,51-200 Employees (India)
Wadia Techno-Eng...,4,(66 Reviews),Public,"Mumbai,Maharashtra + 20 more",62 years old,51-200 Employees (India)
SAAB ENGINEERING,3.8,(66 Reviews),Bengaluru + 3 more,36 years old,51-200 Employees (India),
Perpetuuiti Tech...,4.3,(66 Reviews),Private,"Gurgaon,Haryana + 3 more",11 years old,51-200 Employees (India)
Venture Lighting,3.8,(66 Reviews),Private,Twinsburg + 2 more,41 years old,51-200 Employees (India)
Basavatarakam In...,4.4,(66 Reviews),Private,Hyderabad + 3 more,22 years old,501-1k Employees (India)
Hungama Digital ...,4.2,(66 Reviews),"Mumbai,Maharashtra + 5 more",23 years old,501-1k Employees (India),
Ambuja Cement Fo...,4.2,(66 Reviews),Mumbai + 23 more,29 years old,51-200 Employees (India),
Bounce,3.9,(66 Reviews),Private,"Bangalore,Karnataka + 3 more",8 years old,501-1k Employees (India)
Opus Consulting ...,4,(66 Reviews),Private,Alpharetta + 6 more,25 years old,501-1k Employees (India)
Mechanical Contr...,4.2,(66 Reviews),Manama + 4 more,50 years old,1k-5k Employees (Global),
Hero Housing Fin...,4.1,(66 Reviews),New Delhi + 24 more,5 years old,201-500 Employees (India),
Synmac Consultan...,3.4,(66 Reviews),"Chennai,Tamil Nadu + 2 more",6 years old,1-10 Employees (India),
BSC-C&C JV,4.2,(66 Reviews),Hyderabad + 11 more,50 years old,,
Galfar Al Misnad...,4,(66 Reviews),Doha + 4 more,27 years old,51-200 Employees (India),
BIL Infratech,3.9,(66 Reviews),Public,Mumbai,12 years old,1k-5k Employees (Global)
Elkayem Auto Anc...,3.6,(66 Reviews),Hosur + 1 more,34 years old,51-200 Employees (India),
Al Naba Services...,3.8,(66 Reviews),Muscat + 5 more,38 years old,5k-10k Employees (Global),
Any Construction,3.5,(66 Reviews),Hyderabad/Secunderabad + 26 more,11-50 Employees (India),,
RWS Moravia,3.8,(66 Reviews),Private,Chalfont St Peter + 2 more,32 years old,5k-10k Employees (India)
RWS Moravia,3.8,(66 Reviews),Private,Chalfont St Peter + 2 more,32 years old,5k-10k Employees (India)
Texas Instrument...,4.1,(66 Reviews),Private,"Dallas,Texas + 4 more",71 years old,1k-5k Employees (India)
SysArc Infomatix,3.8,(65 Reviews),Private,"Chennai,Tamil Nadu + 4 more",25 years old,11-50 Employees (India)
Zen Technologies,3.8,(65 Reviews),Public,Hyderabad + 4 more,29 years old,201-500 Employees (India)
Akshaya,3.9,(65 Reviews),Private,"Chennai,Tamil Nadu + 5 more",27 years old,51-200 Employees (India)
Yanfeng Automoti...,4.5,(65 Reviews),Private,Shanghai + 2 more,7 years old,50k-1 Lakh Employees (Global)
The West Coast P...,3.9,(65 Reviews),Public,Kolkata + 3 more,67 years old,201-500 Employees (India)
Liebherr,4,(65 Reviews),Private,"Aurangabad,Maharashtra + 7 more",9 years old,51-200 Employees (India)
Lakshmi Precisio...,4.1,(65 Reviews),Public,Rohtak + 2 more,50 years old,501-1k Employees (India)
Swarovski,4,(65 Reviews),Private,"Wattens,Austria + 13 more",127 years old,501-1k Employees (India)
BSL,4.2,(65 Reviews),Public,Bhilwara + 11 more,51 years old,1k-5k Employees (India)
Lister Technolog...,4.2,(65 Reviews),"Chennai,Tamil Nadu",22 years old,501-1k Employees (India),
Udaan Technologi...,3.9,(65 Reviews),Noida + 25 more,11 years old,11-50 Employees (India),
AB Mauri India,4.2,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",62 years old,201-500 Employees (India)
Bagzone Lifestyl...,4.1,(65 Reviews),Private,"Mumbai,Maharashtra + 13 more",12 years old,201-500 Employees (India)
City Hospital,3.8,(65 Reviews),Private,Bengaluru + 17 more,501-1k Employees (Global),
Chumbak Design,3.7,(65 Reviews),Private,"Bangalore,Karnataka + 17 more",12 years old,11-50 Employees (India)
Sanghi Brothers,3.8,(65 Reviews),Private,Indore + 4 more,72 years old,501-1k Employees (India)
IAP Company,3.6,(65 Reviews),Private,"Gurgaon/Gurugram,Haryana + 17 more",24 years old,1k-5k Employees (Global)
KiwiTech,3.6,(65 Reviews),Private,"Delhi,NCT",13 years old,501-1k Employees (India)
Siemens Building...,3.9,(65 Reviews),Cleveland + 13 more,,,
CC India,4,(65 Reviews),Private,Bangalore + 15 more,55 years old,51-200 Employees (India)
Room to Read,4.2,(65 Reviews),Private,"San Francisco,California + 16 more",22 years old,201-500 Employees (India)
Vee Gee Industri...,3.9,(65 Reviews),Private,Faridabad + 2 more,15 years old,201-500 Employees (India)
Sobha Engineerin...,3.5,(65 Reviews),Dubai + 7 more,19 years old,1k-5k Employees (Global),
Amwaj Catering S...,3.9,(65 Reviews),Doha + 4 more,16 years old,,
Thinksys Softwar...,4.2,(65 Reviews),Private,"Sunnyvale,California + 1 more",10 years old,201-500 Employees (India)
Castex Technolog...,4.4,(65 Reviews),Public,New Delhi + 4 more,39 years old,201-500 Employees (India)
Shrinath Rotopac...,4.3,(65 Reviews),Hyderabad + 1 more,22 years old,201-500 Employees (India),
Tata Interactive...,3.9,(65 Reviews),Mumbai + 16 more,32 years old,501-1k Employees (India),
Nutek,3.8,(65 Reviews),Public,Gurgaon + 20 more,30 years old,11-50 Employees (India)
DECON,3,(65 Reviews),Gurugram + 18 more,29 years old,11-50 Employees (India),
BRG Group,3.6,(65 Reviews),Private,Kolkata + 6 more,28 years old,1k-5k Employees (Global)
Corrival Corpora...,4.2,(65 Reviews),Hyderabad + 15 more,16 years old,501-1k Employees (Global),
L T Metro Rail,4.2,(65 Reviews),Hyderabad + 3 more,12 years old,501-1k Employees (India),
Ellucian Higher ...,4.3,(65 Reviews),Private,"Reston,Virginia",11 years old,501-1k Employees (India)
Meghmani Industr...,4.3,(65 Reviews),Charlotte + 5 more,36 years old,1-10 Employees (India),
Gleeds Hoolooman...,3.4,(65 Reviews),Private,London + 8 more,18 years old,201-500 Employees (India)
Amrita Vishwa Vi...,3.6,(65 Reviews),Private,"Coimbatore,Tamil Nadu + 5 more",28 years old,1k-5k Employees (India)
Rinac India,3.7,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",28 years old,1k-5k Employees (India)
Affordable Robot...,3.6,(65 Reviews),Public,Pune,17 years old,201-500 Employees (India)
Seeh Al Sarya En...,3.4,(65 Reviews),Private,Muscat + 3 more,25 years old,1k-5k Employees (India)
Erection Instrum...,4.1,(65 Reviews),Private,New Delhi + 11 more,21 years old,201-500 Employees (Global)
Amrita Vidyalaya...,4.2,(65 Reviews),New Delhi + 20 more,35 years old,51-200 Employees (India),
MGNREGA,3.8,(65 Reviews),New Delhi + 29 more,31 years old,501-1k Employees (India),
Pm Electro-auto,3.7,(65 Reviews),Private,Mumbai + 4 more,31 years old,201-500 Employees (India)
DMI DRAEXLMAIER ...,4.2,(65 Reviews),Private,Vilsbiburg,64 years old,51-200 Employees (India)
Nahars Engineeri...,3.5,(65 Reviews),Aurangabad + 4 more,43 years old,1k-5k Employees (Global),
Sahyadri Farmers...,3.9,(65 Reviews),Private,Nashik + 2 more,12 years old,501-1k Employees (India)
Sri Chaitanya Ju...,3.9,(65 Reviews),Private,Hyderabad + 13 more,36 years old,51-200 Employees (Global)
ASA & Associates,3.4,(65 Reviews),Private,"Delhi/NCR,Delhi + 7 more",31 years old,501-1k Employees (India)
Enkei Wheels Ind...,4.1,(65 Reviews),Public,"Pune,Maharashtra + 1 more",13 years old,201-500 Employees (India)
Techflow Enginee...,4.1,(65 Reviews),Navi Mumbai + 9 more,27 years old,201-500 Employees (Global),
B.l Lifesciences,3.7,(65 Reviews),New Delhi + 13 more,38 years old,51-200 Employees (India),
DCDC Kidney Care,3,(65 Reviews),"Delhi,NCT + 20 more",13 years old,201-500 Employees (India),
Keolis Hyderabad...,3.5,(65 Reviews),1k-5k Employees (India),,,
Jaya Hind Montup...,4.1,(65 Reviews),Private,Pune + 2 more,9 years old,1k-5k Employees (India)
Vwr Lab Products,3.8,(65 Reviews),Private,"Radnor,Pennsylvania + 1 more",170 years old,501-1k Employees (India)
Blowhorn,4,(65 Reviews),"Bangalore,Karnataka + 7 more",8 years old,201-500 Employees (India),
Casepoint,3.8,(65 Reviews),Private,"Tysons,,Virginia",14 years old,501-1k Employees (India)
LIC Mutual Fund,3.9,(65 Reviews),Public,"Mumbai,Maharashtra + 24 more",33 years old,501-1k Employees (Global)
